,Unnamed: 0,GameType,GameID,Date,PlayerID,Player,Position,Team,Opponent,Venue,Starter,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,Usage,Rest,bonus,PlayerFP,GameFP/36,TeamFP,Status,GP,TOTfp,TOTmin,FPperMIN,expFP,delta,MPG,teamperc,percavg,rollingMin
4692,4692,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629130,Duncan Robinson,F,Miami,Toronto,R,1,34.3,4,8,3,6,0,0,0,3,3,1,2,0,2,0,11,13.94,1,0.0,16.75,17.6,177.5,1.0,31,707.25,1034.1799999999998,0.68,23.3,-6.550000000000001,33.4,0.0943661971830985,0.1117905192653252,35.5
4693,4693,NBA 2020-2021 Regular Season,22000234,01/22/2021,203482,Kelly Olynyk,F-C,Miami,Toronto,R,1,20.67,1,5,0,2,0,0,0,1,1,1,3,2,1,0,2,13.88,1,0.0,8.25,14.4,177.5,0.83,30,700.5,779.53,0.9,18.6,-10.35,26.0,0.0464788732394366,0.1107388698949072,27.4
4694,4694,NBA 2020-2021 Regular Season,22000234,01/22/2021,1628389,Bam Adebayo,C-F,Miami,Toronto,R,1,34.05,6,13,0,0,2,2,3,5,8,4,2,0,4,0,14,25.1,1,0.0,28.0,29.6,177.5,1.0,29,1251.75,981.98,1.27,43.2,-15.200000000000005,33.9,0.1577464788732394,0.1901952089613325,31.6
4695,4695,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629216,Gabe Vincent,G,Miami,Toronto,R,1,23.57,4,10,0,5,0,0,0,2,2,0,0,1,4,1,8,28.4,1,0.0,12.5,19.1,177.5,0.24,21,205.75,316.02,0.65,15.3,-2.8000000000000007,15.0,0.0704225352112676,0.0771104780450354,22.2
4696,4696,NBA 2020-2021 Regular Season,22000234,01/22/2021,201609,Goran Dragic,G,Miami,Toronto,R,1,29.68,5,12,1,2,2,2,0,5,5,4,3,1,2,0,13,23.97,1,0.0,26.75,32.4,177.5,0.35,17,459.0,451.0100000000001,1.02,30.3,-3.5500000000000007,26.5,0.1507042253521126,0.1255774681900422,28.9
4697,4697,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629134,Kendrick Nunn,G,Miami,Toronto,R,0,38.63,8,16,2,8,4,6,0,4,4,5,2,3,3,0,22,26.78,1,0.0,40.0,37.3,177.5,0.48,23,594.25,679.2900000000002,0.87,33.6,6.399999999999999,29.5,0.2253521126760563,0.0996994867558324,28.1
4698,4698,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629622,Max Strus,G-F,Miami,Toronto,R,0,15.47,1,5,0,4,0,0,0,1,1,1,0,0,1,0,2,18.54,1,0.0,4.25,9.9,177.5,0.0,18,188.5,276.35,0.68,10.5,-6.25,15.4,0.0239436619718309,0.0444450326403311,17.2
4699,4699,NBA 2020-2021 Regular Season,22000234,01/22/2021,1630173,Precious Achiuwa,F,Miami,Toronto,R,0,11.55,2,2,0,0,0,0,0,1,1,1,1,1,2,2,4,16.56,1,0.0,11.75,36.6,177.5,0.06,31,414.75,441.3500000000001,0.94,10.9,0.8499999999999996,14.2,0.0661971830985915,0.075564364312852,15.5
4700,4700,NBA 2020-2021 Regular Season,22000234,01/22/2021,2738,Andre Iguodala,G-F,Miami,Toronto,R,0,21.38,2,6,1,4,0,0,1,4,5,1,0,5,0,0,5,13.42,1,0.0,23.25,39.1,177.5,0.07,29,446.5,623.0000000000001,0.72,15.4,7.85,21.5,0.1309859154929577,0.0662576341093578,22.0
4701,4701,NBA 2020-2021 Regular Season,22000234,01/22/2021,203090,Maurice Harkless,F-G,Miami,Toronto,R,0,6.37,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,3,0.0,3.5,19.8,177.5,0.3,10,44.75,109.15,0.41,2.6,0.8999999999999999,10.9,0.0197183098591549,0.0177693739199027,10.0
4702,4702,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629644,KZ Okpala,F-G,Miami,Toronto,R,0,4.33,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.0,3,0.0,2.5,20.8,177.5,0.31,16,76.5,171.14999999999995,0.45,1.9,0.6000000000000001,10.7,0.0140845070422535,0.0292918678241849,9.7
4703,4703,NBA 2020-2021 Regular Season,22000234,01/22/2021,1628384,OG Anunoby,F,Toronto,Miami,H,1,34.98,8,12,5,6,0,0,0,4,4,1,3,2,2,0,21,17.63,1,0.0,33.0,34.0,217.75,1.0,21,601.75,705.4099999999999,0.85,29.7,3.3000000000000007,33.6,0.1515499425947187,0.125899038893392,35.2
4704,4704,NBA 2020-2021 Regular Season,22000234,01/22/2021,1627783,Pascal Siakam,F,Toronto,Miami,H,1,33.33,6,12,1,3,2,4,5,9,14,5,1,1,4,0,15,23.47,1,1.5,42.0,45.4,217.75,1.0,29,1195.0,1051.26,1.14,38.0,4.0,36.3,0.1928817451205511,0.1645290677168043,34.7
4705,4705,NBA 2020-2021 Regular Season,22000234,01/22/2021,203382,Aron Baynes,C-F,Toronto,Miami,H,1,23.15,1,5,1,3,0,0,5,1,6,1,4,2,2,2,3,13.32,1,0.0,19.5,30.3,217.75,0.83,29,433.5,563.3700000000002,0.77,17.8,1.6999999999999993,19.4,0.0895522388059701,0.0504471718397722,11.9
4706,4706,NBA 2020-2021 Regular Season,22000234,01/22/2021,1626181,Norman Powell,G,Toronto,Miami,H,1,31.68,10,18,3,10,0,0,0,3,3,0,1,2,1,0,23,26.42,1,0.0,31.75,36.1,217.75,0.63,30,796.75,864.7200000000003,0.92,29.1,2.6499999999999986,28.8,0.1458094144661308,0.0808373347340238,24.2
4707,4707,NBA 2020-2021 Regular Season,22000234,01/22/2021,1627832,Fred VanVleet,G,Toronto,Miami,H,1,37.52,4,14,1,6,4,5,1,4,5,7,1,2,2,0,13,21.37,1,0.0,33.25,31.9,217.75,1.0,32,1331.25,1171.6500000000003,1.14,42.8,-9.549999999999995,36.6,0.1526980482204362,0.1666812525615185,35.9
4708,4708,NBA 2020-2021 Regular Season,22000234,01/22/2021,1628449,Chris Boucher,F-C,Toronto,Miami,H,0,19.5,2,5,1,1,0,0,0,5,5,0,1,0,2,1,5,15.81,1,0.0,12.75,23.5,217.75,0.03,32,918.25,745.52,1.23,24.0,-11.25,23.3,0.0585533869115958,0.1300446570781633,26.0
4709,4709,NBA 2020-2021 Regular Season,22000234,01/22/2021,1630201,Malachi Flynn,G,Toronto,Miami,H,0,14.13,1,5,1,4,0,0,0,1,1,3,2,0,1,0,3,18.7,3,0.0,8.75,22.3,217.75,0.0,15,79.25,125.33,0.63,8.9,-0.1500000000000003,8.4,0.0401836969001148,0.0243520311454426,10.7
4710,4710,NBA 2020-2021 Regular Season,22000234,01/22/2021,1626169,Stanley Johnson,F-G,Toronto,Miami,H,0,13.75,1,1,1,1,0,0,0,2,2,3,0,1,0,0,3,3.2,1,0.0,12.5,32.7,217.75,0.04,28,273.75,381.6599999999999,0.72,9.9,2.6,13.6,0.0574052812858783,0.0473718883070002,16.2
4711,4711,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629056,Terence Davis,G,Toronto,Miami,H,0,16.65,5,10,2,5,0,0,0,1,1,1,1,0,5,0,12,39.68,1,0.0,13.25,28.6,217.75,0.08,26,315.25,357.8599999999999,0.88,14.7,-1.4499999999999993,13.8,0.0608495981630309,0.0588306714000177,14.8
4712,4712,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629744,Matt Thomas,G,Toronto,Miami,H,0,2.82,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,31.24,3,0.0,0.75,9.6,217.75,0.0,18,78.0,116.57,0.67,1.9,-1.15,6.5,0.0034443168771526,0.0341408296305374,6.8
4713,4713,NBA 2020-2021 Regular Season,22000234,01/22/2021,1629139,Yuta Watanabe,G-F,Toronto,Miami,H,0,5.63,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0.0,3,0.0,2.5,16.0,217.75,0.0,20,189.25,239.85,0.79,4.4,-1.9000000000000004,12.0,0.0114810562571756,0.0286396865470339,7.1
4714,4714,NBA 2020-2021 Regular Season,22000234,01/22/2021,1628778,Paul Watson,G,Toronto,Miami,H,0,2.38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,18.51,3,0.0,3.5,52.9,217.75,0.0,14,47.75,43.14000000000001,1.11,2.6,0.8999999999999999,3.1,0.0160734787600459,0.0145302427766058,2.5
4715,4715,NBA 2020-2021 Regular Season,22000234,01/22/2021,1627761,DeAndre' Bembry,G-F,Toronto,Miami,H,0,2.38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,3,0.0,3.5,52.9,217.75,0.17,23,258.5,367.73,0.7,1.7,1.8,16.0,0.0160734787600459,0.0104683534088219,2.4
4716,4716,NBA 2020-2021 Regular Season,22000234,01/22/2021,1630223,Jalen Harris,G,Toronto,Miami,H,0,2.08,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,21.18,13,0.0,0.75,13.0,217.75,0.0,2,0.75,4.359999999999999,0.17,0.4,0.35,2.2,0.0034443168771526,,
4717,4717,NBA 2020-2021 Regular Season,22000236,01/22/2021,1628381,John Collins,F,Atlanta,Minnesota,R,1,28.05,2,8,0,0,0,0,3,4,7,2,3,0,1,1,4,13.73,1,0.0,17.25,22.1,262.25,1.0,31,999.75,957.33,1.04,29.2,-11.95,30.9,0.0657769304099142,0.130670850193966,32.8
4718,4718,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629631,De'Andre Hunter,F-G,Atlanta,Minnesota,R,1,26.87,4,7,1,4,2,2,0,3,3,2,2,4,3,0,11,17.33,3,0.0,24.75,33.2,262.25,1.0,18,547.25,578.6700000000002,0.95,25.5,-0.75,32.1,0.094375595805529,0.126296701973504,30.1
4719,4719,NBA 2020-2021 Regular Season,22000236,01/22/2021,203991,Clint Capela,C,Atlanta,Minnesota,R,1,30.12,5,11,0,0,3,6,7,12,19,0,0,1,0,10,13,19.38,1,4.5,63.25,75.6,262.25,1.0,28,1124.5,831.3900000000002,1.35,40.7,22.55,29.7,0.2411820781696854,0.1712645739790558,34.4
4720,4720,NBA 2020-2021 Regular Season,22000236,01/22/2021,1628989,Kevin Huerter,G-F,Atlanta,Minnesota,R,1,33.52,2,7,0,3,0,0,0,5,5,2,3,0,1,0,4,10.21,1,0.0,12.75,13.7,262.25,0.65,31,794.75,988.23,0.8,26.8,-14.05,31.9,0.0486177311725452,0.1072292077255242,34.3
4721,4721,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629027,Trae Young,G,Atlanta,Minnesota,R,1,30.97,14,22,8,12,7,7,0,4,4,5,0,0,7,0,43,44.32,1,0.0,56.0,65.1,262.25,1.0,29,1449.25,1011.4799999999998,1.43,44.3,11.700000000000005,34.9,0.213536701620591,0.194690487341016,34.0
4722,4722,NBA 2020-2021 Regular Season,22000236,01/22/2021,203524,Solomon Hill,F,Atlanta,Minnesota,R,0,17.9,1,1,1,1,0,0,0,0,0,1,2,2,1,0,3,4.78,1,0.0,8.5,17.1,262.25,0.03,31,342.0,587.13,0.58,10.4,-1.9000000000000004,18.9,0.0324118207816968,0.0490626166925946,24.7
4723,4723,NBA 2020-2021 Regular Season,22000236,01/22/2021,201568,Danilo Gallinari,F,Atlanta,Minnesota,R,0,14.68,3,8,1,4,3,3,1,3,4,0,0,0,0,0,10,27.17,22,0.0,15.5,38.0,262.25,0.05,19,320.75,382.96,0.84,12.3,3.1999999999999997,20.2,0.0591039084842707,0.0588641662493208,14.1
4724,4724,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629629,Cam Reddish,F-G,Atlanta,Minnesota,R,0,24.47,3,10,1,5,8,10,1,4,5,2,3,1,1,1,15,26.93,6,0.0,28.25,41.6,262.25,0.81,26,558.0,750.35,0.74,18.1,10.15,28.9,0.107721639656816,0.0993478165650254,27.5
4725,4725,NBA 2020-2021 Regular Season,22000236,01/22/2021,200765,Rajon Rondo,G,Atlanta,Minnesota,R,0,18.78,3,7,3,6,0,0,1,6,7,6,1,1,0,0,9,15.95,1,0.0,30.25,58.0,262.25,0.13,15,194.25,228.49,0.85,16.0,14.25,15.2,0.1153479504289799,0.0502110754975354,13.2
4726,4726,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629164,Brandon Goodwin,G,Atlanta,Minnesota,R,0,4.47,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,8.42,1,0.0,2.0,16.1,262.25,0.0,23,216.25,285.23,0.76,3.4,-1.4,12.4,0.0076263107721639,0.0462478883154761,13.0
4727,4727,NBA 2020-2021 Regular Season,22000236,01/22/2021,1630168,Onyeka Okongwu,F-C,Atlanta,Minnesota,R,0,4.47,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2,19.14,1,0.0,2.75,22.1,262.25,0.09,11,96.75,116.53,0.83,3.7,-0.9500000000000002,10.6,0.0104861773117254,0.0482192127843309,10.8
4728,4728,NBA 2020-2021 Regular Season,22000236,01/22/2021,1628981,Bruno Fernando,F-C,Atlanta,Minnesota,R,0,2.87,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,29.82,6,0.0,1.0,12.5,262.25,0.0,16,114.5,142.63000000000002,0.8,2.3,-1.2999999999999998,8.9,0.0038131553860819,0.0331214764741589,8.0
4729,4729,NBA 2020-2021 Regular Season,22000236,01/22/2021,203503,Tony Snell,G,Atlanta,Minnesota,R,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,262.25,0.06,18,158.25,265.0,0.6,1.7,-1.7,14.7,0.0,0.0212222446350376,10.8
4730,4730,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629006,Josh Okogie,G,Minnesota,Atlanta,H,1,19.22,1,4,1,3,0,0,0,1,1,1,2,2,1,0,3,11.22,1,0.0,9.75,18.3,234.5,0.69,26,305.25,494.9700000000001,0.62,11.9,-2.1500000000000004,19.0,0.0415778251599147,0.066061466308762,22.8
4731,4731,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629020,Jarred Vanderbilt,F,Minnesota,Atlanta,H,1,26.83,5,10,0,0,0,0,1,3,4,4,1,2,0,1,10,16.08,1,0.0,27.0,36.2,234.5,0.43,30,549.0,561.7,0.98,26.3,0.6999999999999993,18.7,0.115138592750533,0.0812736910642356,21.5
4732,4732,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629675,Naz Reid,C-F,Minnesota,Atlanta,H,1,25.1,6,7,1,2,0,0,0,8,8,2,3,1,0,4,13,12.03,1,0.0,36.5,52.4,234.5,0.43,30,709.5,629.8400000000001,1.13,28.4,8.100000000000001,21.0,0.1556503198294243,0.0970235722456819,25.0
4733,4733,NBA 2020-2021 Regular Season,22000236,01/22/2021,1627736,Malik Beasley,G,Minnesota,Atlanta,H,1,25.42,7,11,2,5,1,1,0,1,1,4,2,2,2,0,17,22.81,1,0.0,28.25,40.0,234.5,0.97,32,1056.25,1055.54,1.0,25.4,2.8500000000000014,33.0,0.1204690831556503,0.1380198955072888,32.4
4734,4734,NBA 2020-2021 Regular Season,22000236,01/22/2021,1626156,D'Angelo Russell,G,Minnesota,Atlanta,H,1,20.62,2,9,1,5,4,4,1,1,2,4,4,0,2,0,9,26.69,1,0.0,17.0,29.7,234.5,0.95,20,672.5,583.0900000000001,1.15,23.7,-6.699999999999999,29.2,0.0724946695095948,0.1616650040032252,30.3
4735,4735,NBA 2020-2021 Regular Season,22000236,01/22/2021,201937,Ricky Rubio,G,Minnesota,Atlanta,H,0,14.72,2,6,0,2,0,1,0,4,4,5,0,3,3,0,4,27.66,8,0.0,21.0,51.4,234.5,0.5,30,700.0,755.0000000000002,0.93,13.7,7.300000000000001,25.2,0.0895522388059701,0.0894629787706777,24.7
4736,4736,NBA 2020-2021 Regular Season,22000236,01/22/2021,1630162,Anthony Edwards,G,Minnesota,Atlanta,H,0,24.02,2,12,1,5,0,0,0,3,3,1,2,1,3,0,5,26.94,1,0.0,11.25,16.9,234.5,0.47,32,794.25,910.26,0.87,20.9,-9.65,28.4,0.0479744136460554,0.0831016566464912,22.4
4737,4737,NBA 2020-2021 Regular Season,22000236,01/22/2021,1630183,Jaden McDaniels,F,Minnesota,Atlanta,H,0,22.57,2,9,0,2,0,1,2,3,5,0,0,0,0,1,4,18.04,1,0.0,12.25,19.5,234.5,0.04,26,370.0,504.61,0.73,16.5,-4.25,19.4,0.0522388059701492,0.0480577147679709,14.8
4738,4738,NBA 2020-2021 Regular Season,22000236,01/22/2021,202334,Ed Davis,C-F,Minnesota,Atlanta,H,0,5.55,0,2,0,0,0,0,2,1,3,1,0,0,0,1,0,15.55,1,0.0,7.25,47.0,234.5,0.37,19,229.75,264.31000000000006,0.87,4.8,2.45,13.9,0.0309168443496801,0.0546742055458259,14.0
4739,4739,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629633,Jarrett Culver,G-F,Minnesota,Atlanta,H,0,18.55,6,13,1,5,2,2,1,1,2,2,4,0,0,1,15,32.28,1,0.0,23.0,44.6,234.5,0.44,16,281.5,339.11,0.83,15.4,7.6,21.2,0.0980810234541577,0.0788933373850454,16.6
4740,4740,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629162,Jordan McLaughlin,G,Minnesota,Atlanta,H,0,12.67,0,1,0,0,2,2,1,2,3,5,0,1,1,0,2,9.81,1,0.0,14.75,41.9,234.5,0.0,20,361.75,377.43000000000006,0.96,12.2,2.5500000000000007,18.9,0.0628997867803838,0.0669409315865823,16.4
4741,4741,NBA 2020-2021 Regular Season,22000236,01/22/2021,1629669,Jaylen Nowell,G,Minnesota,Atlanta,H,0,12.12,4,4,1,1,0,0,1,1,2,0,2,1,1,0,9,17.8,14,0.0,13.5,40.1,234.5,0.0,18,247.0,278.03,0.89,10.8,2.6999999999999997,15.4,0.0575692963752665,,
4742,4742,NBA 2020-2021 Regular Season,22000236,01/22/2021,1627774,Jake Layman,F,Minnesota,Atlanta,H,0,12.63,3,5,0,2,1,1,1,1,2,1,1,1,0,0,7,18.58,12,0.0,13.0,37.1,234.5,0.14,22,241.5,315.4700000000001,0.77,9.7,3.3000000000000007,14.3,0.0554371002132196,0.0427822527104085,13.4
4743,4743,NBA 2020-2021 Regular Season,22000237,01/22/2021,203501,Tim Hardaway Jr.,G-F,Dallas,San Antonio,R,1,38.23,8,12,2,6,3,4,0,2,2,0,2,0,1,0,21,17.35,1,0.0,24.0,22.6,228.0,0.59,29,753.0,877.9999999999998,0.86,32.9,-8.899999999999999,30.3,0.1052631578947368,0.1232304546461443,33.9
4744,4744,NBA 2020-2021 Regular Season,22000237,01/22/2021,1630182,Josh Green,G,Dallas,San Antonio,R,1,16.75,1,4,0,2,0,0,1,5,6,1,0,1,0,0,2,10.73,1,0.0,13.0,27.9,228.0,0.29,17,111.25,211.77,0.53,8.9,4.1,12.5,0.0570175438596491,0.0301262772338148,22.0
4745,4745,NBA 2020-2021 Regular Season,22000237,01/22/2021,204001,Kristaps Porzingis,F-C,Dallas,San Antonio,R,1,33.43,7,14,3,5,4,4,1,7,8,1,4,1,0,2,21,21.19,1,0.0,40.0,43.1,228.0,1.0,17,640.5,509.25,1.26,42.1,-2.1000000000000014,30.0,0.175438596491228,0.1700031655440071,32.0
4746,4746,NBA 2020-2021 Regular Season,22000237,01/22/2021,1629029,Luka Doncic,F-G,Dallas,San Antonio,R,1,36.47,13,28,4,12,6,6,0,9,9,11,5,0,2,0,36,40.23,1,4.5,69.25,68.4,228.0,1.0,29,1651.5,1024.43,1.61,58.7,10.549999999999995,35.3,0.3037280701754385,0.2533461052319116,36.4
4747,4747,NBA 2020-2021 Regular Season,22000237,01/22/2021,1628973,Jalen Brunson,G,Dallas,San Antonio,R,1,30.57,6,11,3,5,1,1,0,4,4,6,1,0,1,0,16,18.29,1,0.0,31.0,36.5,228.0,0.23,26,585.25,636.08,0.92,28.1,2.8999999999999986,24.5,0.1359649122807017,0.0993250143819941,25.8
4748,4748,NBA 2020-2021 Regular Season,22000237,01/22/2021,1628411,Wes Iwundu,F,Dallas,San Antonio,R,0,24.37,0,3,0,1,2,2,1,3,4,1,5,0,0,0,2,7.16,1,0.0,8.5,12.6,228.0,0.18,17,107.75,232.18,0.46,11.2,-2.6999999999999997,13.7,0.0372807017543859,0.0340623948866647,19.3
4749,4749,NBA 2020-2021 Regular Season,22000237,01/22/2021,201949,James Johnson,F,Dallas,San Antonio,R,0,25.17,2,7,0,3,0,0,2,2,4,2,0,0,1,0,4,14.29,1,0.0,11.5,16.4,228.0,0.04,24,384.0,451.97,0.85,21.4,-9.9,18.8,0.050438596491228,0.077156526132552,25.8
4750,4750,NBA 2020-2021 Regular Season,22000237,01/22/2021,1626161,Willie Cauley-Stein,C,Dallas,San Antonio,R,0,14.53,3,4,0,0,1,2,2,2,4,1,2,0,0,0,7,15.1,1,0.0,13.5,33.4,228.0,0.36,28,411.0,498.85,0.82,11.9,1.5999999999999996,17.8,0.0592105263157894,0.0732893322794205,22.1
4751,4751,NBA 2020-2021 Regular Season,22000237,01/22/2021,203504,Trey Burke,G,Dallas,San Antonio,R,0,20.5,5,10,2,5,1,1,0,1,1,0,2,1,0,0,13,22.89,1,0.0,17.25,30.3,228.0,0.0,29,374.0,479.38999999999993,0.78,16.0,1.25,16.5,0.0756578947368421,0.0825003642171908,26.9
4752,4752,NBA 2020-2021 Regular Season,22000237,01/22/2021,201942,DeMar DeRozan,G-F,San Antonio,Dallas,H,1,40.98,8,20,0,1,13,16,0,6,6,6,4,1,1,0,29,30.08,1,0.0,47.0,41.3,229.75,1.0,25,965.75,834.7299999999999,1.16,47.5,-0.5,33.4,0.2045701849836779,0.1745418705560852,33.9
4753,4753,NBA 2020-2021 Regular Season,22000237,01/22/2021,1629640,Keldon Johnson,F-G,San Antonio,Dallas,H,1,34.57,7,14,0,3,3,4,3,11,14,3,6,0,2,0,17,22.58,1,1.5,39.5,41.1,229.75,1.0,27,788.0,812.3400000000001,0.97,33.5,6.0,30.1,0.1719260065288357,0.1332095964133333,29.8
4754,4754,NBA 2020-2021 Regular Season,22000237,01/22/2021,200746,LaMarcus Aldridge,C-F,San Antonio,Dallas,H,1,30.35,11,18,4,7,0,0,2,7,9,2,1,0,1,1,26,27.52,1,0.0,43.75,51.9,229.75,1.0,18,455.5,480.0700000000001,0.95,28.8,14.95,26.7,0.1904243743199129,0.1137862922517196,25.1
4755,4755,NBA 2020-2021 Regular Season,22000237,01/22/2021,1629022,Lonnie Walker IV,G-F,San Antonio,Dallas,H,1,29.15,3,9,3,7,0,0,0,6,6,3,2,0,0,0,9,13.57,1,0.0,22.5,27.8,229.75,0.88,25,471.75,666.3199999999999,0.71,20.7,1.8000000000000007,26.7,0.0979325353645266,0.0914856622809386,27.1
4756,4756,NBA 2020-2021 Regular Season,22000237,01/22/2021,1627749,Dejounte Murray,G,San Antonio,Dallas,H,1,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,229.75,1.0,27,945.5,821.02,1.15,1.2,-1.2,30.4,0.0,0.1456475298336448,25.9
4757,4757,NBA 2020-2021 Regular Season,22000237,01/22/2021,201988,Patty Mills,G,San Antonio,Dallas,H,0,36.65,5,12,1,4,2,2,0,2,2,2,1,1,1,0,13,16.65,1,0.0,20.5,20.1,229.75,0.0,27,590.25,687.1699999999998,0.86,31.5,-11.0,25.5,0.089227421109902,0.0989323583841038,26.8
4758,4758,NBA 2020-2021 Regular Season,22000237,01/22/2021,200752,Rudy Gay,F-G,San Antonio,Dallas,H,0,26.37,5,11,3,5,3,4,2,2,4,2,1,0,1,2,16,22.94,1,0.0,29.0,39.6,229.75,0.0,26,584.75,571.49,1.02,26.9,2.1000000000000014,22.0,0.1262241566920565,0.1055328363749282,21.6
4759,4759,NBA 2020-2021 Regular Season,22000237,01/22/2021,1630170,Devin Vassell,G-F,San Antonio,Dallas,H,0,20.88,1,2,1,1,2,2,0,3,3,2,1,1,0,0,5,6.06,1,0.0,14.25,24.6,229.75,0.04,26,371.25,450.97,0.82,17.1,-2.8500000000000014,17.3,0.0620239390642002,0.0661400616579361,23.4
4760,4760,NBA 2020-2021 Regular Season,22000237,01/22/2021,1627751,Jakob Poeltl,C,San Antonio,Dallas,H,0,17.6,1,3,0,0,0,2,2,3,5,1,1,0,1,2,2,12.19,1,0.0,13.25,27.1,229.75,0.33,27,580.25,600.1500000000001,0.97,17.1,-3.8500000000000014,22.2,0.0576713819368879,0.0774681083032525,21.8
4761,4761,NBA 2020-2021 Regular Season,22000237,01/22/2021,1630200,Tre Jones,G,San Antonio,Dallas,H,0,2.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0.0,0.0,0.0,229.75,0.0,9,24.0,26.550000000000004,0.9,2.2,-2.2,3.0,0.0,0.0143038607012629,3.8
4762,4762,NBA 2020-2021 Regular Season,22000238,01/22/2021,203115,Will Barton,G,Denver,Phoenix,R,1,33.45,5,10,1,2,6,6,0,4,4,2,1,0,1,0,17,17.96,2,0.0,25.0,26.9,257.75,0.86,28,651.75,835.23,0.78,26.1,-1.1000000000000014,29.8,0.0969932104752667,0.1042201455408306,30.7
4763,4763,NBA 2020-2021 Regular Season,22000238,01/22/2021,200794,Paul Millsap,F,Denver,Phoenix,R,1,19.87,4,7,0,1,4,4,3,2,5,0,0,1,0,0,12,19.41,2,0.0,20.25,36.7,257.75,1.0,26,579.5,620.73,0.93,18.5,1.75,23.9,0.078564500484966,0.0893912222249614,22.5
4764,4764,NBA 2020-2021 Regular Season,22000238,01/22/2021,203999,Nikola Jokic,C,Denver,Phoenix,R,1,39.7,15,27,1,3,0,1,6,4,10,8,4,3,3,0,31,33.76,2,1.5,62.0,56.2,257.75,1.0,31,1816.25,1113.66,1.63,64.7,-2.700000000000003,35.9,0.2405431619786615,0.2496296760176187,35.6
4765,4765,NBA 2020-2021 Regular Season,22000238,01/22/2021,203914,Gary Harris,G,Denver,Phoenix,R,1,38.72,8,12,1,3,2,2,0,2,2,3,3,0,0,0,19,14.65,2,0.0,26.5,24.6,257.75,1.0,19,337.75,581.43,0.58,22.5,4.0,30.6,0.1028128031037827,0.0789336160421308,29.8
4766,4766,NBA 2020-2021 Regular Season,22000238,01/22/2021,1627750,Jamal Murray,G,Denver,Phoenix,R,1,40.43,8,19,0,5,2,2,1,6,7,9,4,3,4,1,18,26.01,2,0.0,46.25,41.2,257.75,1.0,29,1057.25,1019.19,1.04,42.0,4.25,35.1,0.1794374393792434,0.1379374775789413,35.1
4767,4767,NBA 2020-2021 Regular Season,22000238,01/22/2021,203210,JaMychal Green,F-C,Denver,Phoenix,R,0,19.42,1,6,1,3,0,0,0,3,3,2,1,1,0,0,3,13.61,2,0.0,12.25,22.7,257.75,0.16,25,504.5,511.8,0.99,19.2,-6.949999999999999,20.5,0.0475266731328807,0.0888823911588667,21.2
4768,4768,NBA 2020-2021 Regular Season,22000238,01/22/2021,1628420,Monte Morris,G,Denver,Phoenix,R,0,32.35,6,10,1,3,4,4,0,3,3,3,0,1,1,0,17,17.37,2,0.0,27.25,30.3,257.75,0.13,30,621.75,795.22,0.78,25.2,2.0500000000000007,26.5,0.1057225994180407,0.0913832458885046,27.0
4769,4769,NBA 2020-2021 Regular Season,22000238,01/22/2021,1629008,Michael Porter Jr.,F,Denver,Phoenix,R,0,19.55,3,7,1,4,0,0,0,6,6,2,1,1,0,0,7,15.77,23,0.0,20.0,36.8,257.75,0.67,21,584.0,578.0100000000001,1.01,19.7,0.3000000000000007,27.5,0.0775945683802133,0.1406268298728915,27.3
